Title,Price,Location,Bedrooms,Bathrooms,Amenities,Surroundings,Created At
4 Bed House with En Suite in Tatu City,"KSh 80,000,000","Tatu City, Ruiru",4 Bedrooms,4 Bathrooms,"Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",15 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",15 February 2026
4 Bed Townhouse with Staff Quarters in Kitisuru,"KSh 39,000,000","Kitisuru, Westlands",4 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",04 February 2026
5 Bed Villa with En Suite in Lower Kabete,"KSh 175,000,000","Lower Kabete, Westlands",5 Bedrooms,6 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",15 February 2026
6 Bed Villa with En Suite in Runda,"KSh 260,000,000","Runda, Westlands",6 Bedrooms,8 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",15 February 2026
4 Bed House with En Suite at Forest Line Road,"KSh 9,000,000",Ngong,4 Bedrooms,4 Bathrooms,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",14 February 2026
4 Bed House with En Suite at Forest Line Road,"KSh 7,500,000",Ngong,4 Bedrooms,4 Bathrooms,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",14 February 2026
3 Bed Villa with En Suite at Masai Lodge Road,"KSh 13,500,000",Ongata Rongai,3 Bedrooms,3 Bathrooms,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",11 February 2026
7 Bed House with Staff Quarters in Runda,"KSh 155,000,000","Runda, Westlands",7 Bedrooms,7 Bathrooms,"Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area","Golf Course, Hospital, School, Shopping Centre",14 February 2026
5 Bed House with En Suite at Nairobi,"KSh 135,000,000","Nyari, Westlands",5 Bedrooms,5 Bathrooms,"En Suite, Walk In Closet, Alarm, Balcony, Garden, Electric Fence, Parking, Staff Quarters, Gated Community, Kids Play Area","Golf Course, Hospital, School, Shopping Centre",14 February 2026
4 Bed House with En Suite at Nairobi,"KSh 100,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,"Walk In Closet, En Suite, BBQ, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Golf Course, Hospital, School, Shopping Centre",14 February 2026
6 Bed House with En Suite at Nairobi,"KSh 70,000,000","Riverside, Westlands",6 Bedrooms,5 Bathrooms,"Backup Generator, En Suite, Walk In Closet, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",14 February 2026
6 Bed Villa in Karen,"KSh 130,000,000",Karen,6 Bedrooms,6 Bathrooms,"Fibre Internet, Balcony, Parking, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed House with Garden at Old Muthaiga,"KSh 160,000,000",Muthaiga,5 Bedrooms,4 Bathrooms,"Walk In Closet, Garden, Parking","Golf Course, Hospital, School, Shopping Centre",14 February 2026
3 Bed House with Staff Quarters in Ruiru,"KSh 14,000,000",Ruiru,3 Bedrooms,3 Bathrooms,"Fibre Internet, Balcony, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
4 Bed House with En Suite at Thika Road,"KSh 18,500,000",Ruiru,4 Bedrooms,6 Bathrooms,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
3 Bed House with En Suite at Gatundu Road,"KSh 13,800,000",Kenyatta Road,3 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
3 Bed House with En Suite at Thika Road,"KSh 14,000,000",Ruiru,3 Bedrooms,5 Bathrooms,"Alarm, En Suite, Fibre Internet, Walk In Closet, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
4 Bed House with En Suite at Thikaroad,"KSh 14,500,000",Ruiru,4 Bedrooms,5 Bathrooms,"Alarm, En Suite, Fibre Internet, BBQ, CCTV, Electric Fence, Garden, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed Villa with En Suite at Karen,"KSh 95,000,000",Karen,5 Bedrooms,8 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Parking, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Garden, Borehole","Bus Stop, Shopping Centre, Hospital, Scenic View, School",14 February 2026
3 Bed House with En Suite at Forest Line Road,"KSh 7,500,000",Ngong,3 Bedrooms,4 Bathrooms,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, CCTV, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed Villa with En Suite at Westlands,"KSh 112,500,000","Westlands Area, Westlands",5 Bedrooms,5 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",02 February 2026
3 Bed Townhouse with En Suite at Grevillea Grove Nairobi,"KSh 48,000,000","Brookside, Westlands",3 Bedrooms,4 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
5 Bed Townhouse in Westlands Area,"KSh 85,000,000","Westlands Area, Westlands",5 Bedrooms,N/A,,,14 February 2026
3 Bed Townhouse with En Suite at Kanamai Mtwapa,"KSh 10,000,000",Mtwapa,3 Bedrooms,3 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Hospital, School, Scenic View, Shopping Centre",14 February 2026
5 Bed Villa with En Suite in Waiyaki Way,"KSh 30,000,000","Waiyaki Way, Westlands",5 Bedrooms,7 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
4 Bed Villa with En Suite in Waiyaki Way,"KSh 25,000,000","Waiyaki Way, Westlands",4 Bedrooms,6 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,"Aircon, Service Charge Included, Alarm, Backup Generator, Walk In Closet, Fibre Internet, En Suite, Balcony, Parking, BBQ, Gym, Kids Play Area, CCTV, Electric Fence, Borehole, Gated Community, Garden, Wheelchair Access","Bus Stop, Shopping Centre, Hospital, Scenic View, School",14 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 81,000,000",Lavington,5 Bedrooms,6 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Gym, Kids Play Area, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",14 February 2026
6 Bed Townhouse with En Suite in Lavington,"KSh 85,000,000",Lavington,6 Bedrooms,7 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Kids Play Area, Gym, BBQ, Electric Fence, CCTV, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",14 February 2026
4 Bed Townhouse with En Suite at Thikaroad,"KSh 16,500,000",Ruiru,4 Bedrooms,6 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed Townhouse with En Suite at Lavington Green,"KSh 150,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
5 Bed Townhouse with En Suite at Lavington Green,"KSh 110,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14 February 2026
4 Bed Villa with Staff Quarters in Runda,"KSh 52,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,"Alarm, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",05 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 60,000,000",Lavington,5 Bedrooms,5 Bathrooms,"En Suite, Balcony, Electric Fence, Staff Quarters, Gated Community","Bus Stop, Hospital, School, Shopping Centre",14 February 2026
4 Bed House in Ruiru,"KSh 41,000,000",Ruiru,4 Bedrooms,4 Bathrooms,"Fibre Internet, Balcony","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
3 Bed House with En Suite in Ruiru,"KSh 18,500,000",Ruiru,3 Bedrooms,3 Bathrooms,"En Suite, Fibre Internet, Balcony, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
7 Bed House with En Suite in Ruiru,"KSh 53,000,000",Ruiru,7 Bedrooms,N/A,"En Suite, Backup Generator, Service Charge Included, Balcony, CCTV, Parking, Electric Fence, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",14 January 2026
5 Bed Villa with En Suite at Naushad Merali,"KSh 85,000,000",Lavington,5 Bedrooms,6 Bathrooms,"Backup Generator, En Suite, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community","Scenic View, School, Shopping Centre",29 January 2026
3 Bed House in Mombasa Road,"KSh 5,500,000",Mombasa Road,3 Bedrooms,3 Bathrooms,,,13 February 2026
3 Bed House in Kitengela,"KSh 5,500,000",Kitengela,3 Bedrooms,3 Bathrooms,,,13 February 2026
1 Bed Villa with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Gym, Kids Play Area, CCTV, Electric Fence, Borehole, Gated Community, Garden, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
3 Bed House in Kitengela,"KSh 5,500,000",Kitengela,3 Bedrooms,3 Bathrooms,,,13 February 2026
3 Bed House with En Suite in Kitengela,"KSh 5,500,000",Kitengela,3 Bedrooms,3 Bathrooms,"Alarm, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Gated Community","Hospital, School, Shopping Centre, Scenic View",13 February 2026
5 Bed House with En Suite at Runda,"KSh 130,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Parking, Gym, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",24 January 2026
4 Bed House at Mugutha,"KSh 14,500,000","Tatu City, Ruiru",4 Bedrooms,6 Bathrooms,,,13 February 2026
4 Bed Villa with En Suite in Naivasha,"KSh 23,400,000",Naivasha,4 Bedrooms,6 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area","Hospital, Scenic View, School, Sea View, Shopping Centre",06 February 2026
5 Bed Townhouse with En Suite at Bustani Close,"KSh 29,500,000","Nyali Area, Nyali",5 Bedrooms,4 Bathrooms,"Alarm, Backup Generator, Aircon, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Golf Course, Hospital, Bus Stop, Scenic View, School, Shopping Centre",13 February 2026
3 Bed House with En Suite in Kitengela,"KSh 6,600,000",Kitengela,3 Bedrooms,3 Bathrooms,"Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Scenic View, Hospital, Shopping Centre, School",10 December 2025
3 Bed House with En Suite in Kitengela,"KSh 7,200,000",Kitengela,3 Bedrooms,4 Bathrooms,"Aircon, En Suite, Walk In Closet, Balcony, CCTV, BBQ, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21 December 2025
3 Bed House with En Suite in Kitengela,"KSh 7,400,000",Kitengela,3 Bedrooms,4 Bathrooms,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21 December 2025
4 Bed House with En Suite in Kitengela,"KSh 8,000,000",Kitengela,4 Bedrooms,5 Bathrooms,"Alarm, En Suite, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Parking, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21 December 2025
4 Bed House with En Suite in Kitengela,"KSh 8,500,000",Kitengela,4 Bedrooms,4 Bathrooms,"En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Borehole, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22 December 2025
3 Bed House with En Suite in Kitengela,"KSh 7,500,000",Kitengela,3 Bedrooms,4 Bathrooms,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Borehole, Garden, Wheelchair Access, Gated Community","Scenic View, School, Hospital, Sea View, Shopping Centre",27 January 2026
3 Bed House with En Suite in Kitengela,"KSh 7,500,000",Kitengela,3 Bedrooms,4 Bathrooms,"Alarm, En Suite, Fibre Internet, Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
3 Bed House with En Suite in Kitengela,"KSh 7,800,000",Kitengela,3 Bedrooms,4 Bathrooms,"Alarm, En Suite, Fibre Internet, Balcony, BBQ, Electric Fence, Borehole, Garden, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",28 January 2026
4 Bed House with En Suite in Kitengela,"KSh 14,000,000",Kitengela,4 Bedrooms,4 Bathrooms,"Aircon, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Borehole, Garden, Staff Quarters, Wheelchair Access",,13 February 2026
3 Bed House with En Suite in Kitengela,"KSh 7,500,000",Kitengela,3 Bedrooms,4 Bathrooms,"Aircon, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
5 Bed Townhouse with En Suite at Muthama Access Road,"KSh 35,000,000",Syokimau,5 Bedrooms,4 Bathrooms,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
4 Bed House with En Suite in Kitengela,"KSh 18,900,000",Kitengela,4 Bedrooms,5 Bathrooms,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
4 Bed Townhouse with En Suite at Loresho,"KSh 108,000,000","Loresho, Westlands",4 Bedrooms,4 Bathrooms,"Aircon, Serviced, Service Charge Included, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",13 February 2026
3 Bed House with En Suite at Forest Line Road,"KSh 7,800,000",Ngong,3 Bedrooms,3 Bathrooms,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre, Scenic View",13 February 2026
4 Bed House with En Suite in Rosslyn,"KSh 91,000,000","Rosslyn, Westlands",4 Bedrooms,4 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",13 February 2026
3 Bed House with En Suite in Kitengela,"KSh 8,500,000",Kitengela,3 Bedrooms,4 Bathrooms,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
4 Bed Townhouse with Staff Quarters in Lavington,"KSh 85,000,000",Lavington,4 Bedrooms,4 Bathrooms,"Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
3 Bed House with En Suite in Katani,"KSh 10,500,000",Katani,3 Bedrooms,3 Bathrooms,"Aircon, Serviced, En Suite, Fibre Internet, Kids Play Area, Parking, Staff Quarters, Gated Community, Garden, Wheelchair Access, Borehole","Bus Stop, Shopping Centre, Hospital, School",11 February 2026
4 Bed House with En Suite in Kitengela,"KSh 9,500,000",Kitengela,4 Bedrooms,4 Bathrooms,"Alarm, En Suite, Fibre Internet, Parking, Staff Quarters, Garden, Gated Community","Shopping Centre, Bus Stop, Hospital, School",04 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",Lavington,5 Bedrooms,5 Bathrooms,"En Suite, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
7 Bed House with En Suite in Runda,"KSh 160,000,000","Runda, Westlands",7 Bedrooms,7 Bathrooms,"Walk In Closet, En Suite, Fibre Internet, Backup Generator, Balcony, BBQ, CCTV, Staff Quarters, Wheelchair Access, Borehole, Garden, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
6 Bed Villa with En Suite at Othaya Road,"KSh 67,000,000",Kileleshwa,6 Bedrooms,7 Bathrooms,"Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, BBQ","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed Villa with En Suite at Othaya Road,"KSh 55,000,000",Kileleshwa,5 Bedrooms,5 Bathrooms,"En Suite, Walk In Closet, Alarm, Backup Generator, Fibre Internet, Balcony, Gym, Parking, Kids Play Area, Staff Quarters, BBQ, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed Villa with En Suite at Othaya Road,"KSh 48,000,000",Kileleshwa,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
6 Bed Villa with En Suite at Othaya Road,"KSh 67,000,000",Kileleshwa,6 Bedrooms,6 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, BBQ","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed Villa with En Suite at Othaya Road,"KSh 64,000,000",Kileleshwa,5 Bedrooms,5 Bathrooms,"En Suite, Fibre Internet, Backup Generator, Alarm, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, BBQ, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
4 Bed House with En Suite at Thikaroad,"KSh 22,000,000",Ruiru,4 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13 February 2026
6 Bed Villa with En Suite at Othaya Road,"KSh 98,000,000",Kileleshwa,6 Bedrooms,6 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Garden, Borehole, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
4 Bed Villa with En Suite at Othaya Road,"KSh 81,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed Villa with En Suite in Lavington,"KSh 220,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",13 February 2026
3 Bed Villa with En Suite at Othaya Road,"KSh 33,000,000",Kileleshwa,3 Bedrooms,4 Bathrooms,"En Suite, Fibre Internet, Backup Generator, Alarm, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed House with En Suite in Karen,"KSh 160,000,000",Karen,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",13 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Gym, Kids Play Area, Electric Fence, CCTV, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 81,000,000",Lavington,5 Bedrooms,6 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Gym, Kids Play Area, CCTV, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",13 February 2026
6 Bed Townhouse with En Suite in Lavington,"KSh 85,000,000",Lavington,6 Bedrooms,7 Bathrooms,"Aircon, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Backup Generator, BBQ, Balcony, Gym, Kids Play Area, CCTV, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community, Parking","Bus Stop, Hospital, Scenic View, School, Shopping Centre",13 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 160,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",13 February 2026
5 Bed Townhouse with En Suite in Lavington,"KSh 160,000,000",Lavington,5 Bedrooms,5 Bathrooms,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",13 February 2026
